text,label_id,label,doc_id,annotation_id,exp_split
"a documentary to make the stones weep -- as shameful as it is scary . 
",subjective,1,1089,subj_1089,train
"waydowntown is by no means a perfect film , but its boasts a huge charm factor and smacks of originality . 
",subjective,1,2849,subj_2849,train
"cho , who's first concert film was more like a group therapy session than comedy , lightens up considerably for her second
",subjective,1,4036,subj_4036,train
"but when sy begins spying on the yorkins , he begins to feel that he wants to be in the yorkin's life . 
",objective,0,8016,subj_8016,train
"scooby doo is surely everything its fans are hoping it will be , and in that sense is a movie that deserves recommendation . 
",subjective,1,2742,subj_2742,train
"as patients mysteriously disappear , and the body count mounts , even the exterminators , ratmaster general "" hans "" ( john paul young ) and his assistant , "" jim "" ( adam redmond ) are no contest for the awesome force of this hybrid rodent strain . 
",objective,0,6675,subj_6675,train
"becoming fast friends , they soon both moved with their families near coney island , where they became active community leaders . 
",objective,0,6067,subj_6067,train
"cul de sac is a story about a man who tries to end his life unsuccessfully . 
",objective,0,8179,subj_8179,train
"the film is shot in multiple formats from 35mm ( the majority ) to the newer digital format of digi-beta , with a short , eerily beautiful dream segment shot in super-8 . 
",objective,0,9986,subj_9986,train
"and finds himself in the middle of two assassination plots masterminded by the cia . 
",objective,0,8520,subj_8520,train
"the project honors [dickens'] passionate voice , and the strong ensemble cast sees us through a few tonal shifts . 
",subjective,1,2366,subj_2366,train
"if they get caught cheating again stark will make a note in their permanent records and possibly kill their chances of getting into college . 
",objective,0,5804,subj_5804,train
"i was hoping that it would be sleazy and fun , but it was neither . 
",subjective,1,3736,subj_3736,train
"at once somber and mysterious , comical and sad . it shows just how lonely a crowded city can be . 
",subjective,1,3572,subj_3572,train
"when he tries to grant everybody what they want , turmoil ensues . 
",objective,0,6542,subj_6542,train
"ray's always playing the angles , and he's got his eye on a horse that's cheap because it's been misdiagnosed . 
",objective,0,6632,subj_6632,train
"a wedding with stifler orchestrating the correlating social event . . . 
",objective,0,7589,subj_7589,train
"each of the five patients realise their dreams individually , but ultimately they decide to choose for each other and the familiarity of their own place . 
",objective,0,8978,subj_8978,train
"this is a true documentry of art versus money-driven media conglomerates . 
",objective,0,9058,subj_9058,train
"five hours ago the "" t virus "" was "" accidentally "" released . 
",objective,0,8996,subj_8996,train
"it's unnerving to see recoing's bizzarre reaction to his unemployment . good film , but very glum . 
",subjective,1,1207,subj_1207,train
"it's hard to care about a film that proposes as epic tragedy the plight of a callow rich boy who is forced to choose between his beautiful , self-satisfied 22-year-old girlfriend and an equally beautiful , self-satisfied 18-year-old mistress . 
",subjective,1,565,subj_565,train
"this stuck pig of a movie flails limply between bizarre comedy and pallid horror . 
",subjective,1,4628,subj_4628,train
"angry and confused teen runaways come and go at the shelter , as steve learns he is not alone in his predicament and that the streets offer a harsh reality . 
",objective,0,7552,subj_7552,train
"don't let the subtitles fool you ; the movie only proves that hollywood no longer has a monopoly on mindless action . 
",subjective,1,3732,subj_3732,train
"her constant groans and howls of amorous pleasure turn ted's domain of conquest and libidinous triumph into a nightmare world of bachelorman-interruptus . 
",objective,0,8324,subj_8324,train
"the good-hearted harbour has spent his whole life trying to take care of his motherless and suicidal little brother , wilbur . 
",objective,0,5511,subj_5511,train
"'stages' is the story of a day in the life of brad and scott , two actors who starred in a tv series twenty years ago . 
",objective,0,8540,subj_8540,train
"but fowler soon discovers cho cho is the only dog in the world who can speak to humans . . . 
",objective,0,7075,subj_7075,train
"this isn't an original film , but it is an effective one . 
",subjective,1,4450,subj_4450,train
"the two jedi are then sent on two different missions , anakin is sent to naboo with padme and obi-wan is sent to the planet of kamino where he will investigate the assassination attempts . 
",objective,0,7850,subj_7850,train
"they get on from the word go , but now dad needs a liver transplant and ludvig and harald set about raising the wherewithal . 
",objective,0,8110,subj_8110,train
"leigh is one of the rare directors who feels acting is the heart and soul of cinema . he allows his cast members to make creative contributions to the story and dialogue . this method almost never fails him , and it works superbly here . 
",subjective,1,2688,subj_2688,train
"there's a vastness implied in metropolis that is just breathtaking . 
",subjective,1,3105,subj_3105,train
"in the streets of east los angeles , manny is a formidable drug dealer . 
",objective,0,5526,subj_5526,train
"when he begins the mission he meets the exuberant tina ( kareena kapoor ) . 
",objective,0,8768,subj_8768,train
"a canny franchise escapade ; it gets the job done . 
",subjective,1,1278,subj_1278,train
"this 'blonde goddess' , however , left her career at its peak to devote herself to a life of meditation and religious devotion , in the mountains of rio de janeiro . 
",objective,0,6693,subj_6693,train
"for all the realpolitik underpinnings , this is less john le carre than a tech noir "" die hard "" in downtown seoul . 
",subjective,1,3412,subj_3412,train
"twists of fate along the way test and strain their relationship even further . 
",objective,0,6774,subj_6774,train
"it's a hoot watching the rock chomp on jumbo ants , pull an arrow out of his back , and leap unscathed through raging fire ! 
",subjective,1,3663,subj_3663,train
"how does one ask his wife to try something that breaks so many taboos ? 
",objective,0,7805,subj_7805,train
"subconscious art : a product of artistic merit that was created without conscious artistic intentions . 
",objective,0,6627,subj_6627,train
"defies logic , the laws of physics and almost anyone's willingness to believe in it . but darned if it doesn't also keep us riveted to our seats . 
",subjective,1,4102,subj_4102,train
"a stunning piece of visual poetry that will , hopefully , be remembered as one of the most important stories to be told in australia's film history . 
",subjective,1,3013,subj_3013,train
