,text,label_id,exp_split,label,annotation_id,feat
8684,"AP - The Israeli parliament gave a symbolic slap to Prime Minister Ariel Sharon , voting against a statement defending his Gaza pullout plan , but he survived two no - confidence motions and pledged to bring the withdrawal itself to a vote in two weeks .",gradients,dev,4,dev_8684,gradients
912,"Pharmacy chain CVS Corp. ( CVS.N : Quote , Profile , Research ) on Thursday said it would offer the world # 39;s first disposable digital camera with a bright color viewing screen that allows consumers to instantly preview pictures .",lime,dev,3,dev_912,lime
12590,"Reuters - The next time a weary corporate\traveler gets a "" Sorry , wrong number ! "" call at his hotel in the\middle of the night , he might think back to how much -- or\whether -- he tipped the bellman .",scaled attention,dev,0,dev_12590,scaled attention
860,"LOS ANGELES   Media conglomerate Viacom is considering entering the video game business and could acquire Midway Games , Viacom chief Sumner Redstone , who owns a controlling stake in Midway , said in a regulatory filing Friday .",gradients,dev,4,dev_860,gradients
13619,  NEW YORK ( Reuters ) - Dirk Nowitzki had 32 points and 13   rebounds while Jerry Stackhouse scored 28 points against his   former team as the Dallas Mavericks eased to a 122 - 113 road win   over the Washington Wizards Sunday .,scaled attention,dev,0,dev_13619,scaled attention
16056,"France # 39;s opposition Socialist Party voted in favor of the European Union # 39;s new constitution , party leaders said Thursday , boosting the chances of success for a national referendum and drawing jubilant praise from pro - EU forces across the continent .",gradients,dev,4,dev_16056,gradients
11249,Saturn # 39;s mysterious moon Titan held onto its secrets despite a close reconnaissance by the Cassini spacecraft # 39;s cameras and instruments .,lime,dev,3,dev_11249,lime
8855,"_ Olympic champion Nicolas Massu defeated Karol Kucera 6 - 4 , 6 - 7 ( 5 ) , 6 - 4 at the CA Trophy tournament on Tuesday . In the final set , the second - seeded Massu broke Kucera # 39;s serve at 2 - all and then closed out the match .",scaled attention,dev,0,dev_8855,scaled attention
16048,"Elton Brand scored 27 points , Bobby Simmons added 20 and the Los Angeles Clippers barely held on to beat the short - handed Indiana Pacers 88 - 76 on Wednesday night for their fifth straight victory .",deeplift,dev,2,dev_16048,deeplift
6988,"Reuters - It has only been four months\since Stephanie Herseth became the first woman ever elected to\the House of Representatives from South Dakota , but the\prominence that win gave her may make the difference as she\faces the same opponent again for a full two - year term .",scaled attention,dev,0,dev_6988,scaled attention
13176,"Nuclear whistle blower Mordechai Vanunu was arrested today for allegedly revealing classified information , seven months after he completed an 18 - year prison sentence for treason , police said .",gradients,dev,4,dev_13176,gradients
11387,"Reuters - Lawsuits , missing absentee ballots and\accusations of bias -- from afar Tuesday 's presidential\election in Florida already looks like the Third World - style\fiasco of 2000 that everyone wanted to avoid .",gradients,dev,4,dev_11387,gradients
1635,Mobile phone giants Nokia and Vodafone are pushing to create a universal Java standard to create a more consistent platform for developers of different handsets .,lime,dev,3,dev_1635,lime
2289,"Here 's a hands - on look at the moderately priced , multiformat DV - CP802 .",lime,dev,3,dev_2289,lime
17914,"  CHICAGO ( Reuters ) - Circuit City Stores Inc. & lt;A HREF=""http://www.investor.reuters.com / FullQuote.aspx?ticker = CC.N target=/stocks / quickinfo / fullquote""&gt;CC.N&lt;/A&gt ; on   Friday posted a narrower quarterly loss from continuing   operations but said its outlook was cautious for the current   quarter , which includes the holiday shopping season .",attention,dev,5,dev_17914,attention
6980,"For years now , Research In Motion # 39;s ( Nasdaq : RIMM ) BlackBerry wireless email device has been synonymous with , well , the phrase   quot;wireless email device .",lime,dev,3,dev_6980,lime
11222,"AFP - Police arrested a man who threatened to run over US Representative Katherine Harris , the former Florida Secretary of State blamed by critics for much of the 2000 presidential election debacle .",gradients,dev,4,dev_11222,gradients
5327,Roma have paid a high price for the violent incident midway through their Champions League match against Dynamo Kiev last week . UEFA have acted severely in defence of their injured referee,scaled attention,dev,0,dev_5327,scaled attention
17004,"VAL D # 39;ISERE , France ( Ticker ) -- Blood , sweat and tears finally paid off for Austrian veteran Werner Franz , who on Saturday collected the very first World Cup downhill win of his 14 - year career .",scaled attention,dev,0,dev_17004,scaled attention
10972,"CBC SPORTS ONLINE - Roger Federer , the world # 39;s No . 1 tennis player , pulled out of the Swiss Indoors tournament Tuesday after injuring his left thigh in warm - up .",gradients,dev,4,dev_10972,gradients
4349,"OPEC will increase its official oil production target by one million barrels a day later this year in a move widely viewed as more symbolic than significant , given that the cartel has been exceeding the new output limit all year .",deeplift,dev,2,dev_4349,deeplift
3133,"Scientists are chomping at the bit for tomorrow # 39;s Earthly return of a sample capsule from NASA # 39;s Genesis spacecraft , hoping the star stuff it carries will help answer questions on the origins of the solar system and we who live in it .",scaled attention,dev,0,dev_3133,scaled attention
16937,"More than 1,400 Colombian paramilitaries hand over their weapons to the country 's government .",gradients,dev,4,dev_16937,gradients
7147,"WASHINGTON , Oct 2 ( AFP ) - IMF policymakers , gathering under heavy police guard , went behind closed doors here Saturday to assess near - term global economic prospects threatened by rising oil prices .",deeplift,dev,2,dev_7147,deeplift
3941,"AP - New strategies to confront global warming took center stage in Buenos Aires on Monday , where thousands of environmentalists and government policy - makers gathered for an international conference on climate change .",ig,dev,1,dev_3941,ig
6323,"Microsoft Corp. will be ready to comply with the European Commission # 39;s demands for changes to its Windows operating systems if a European court rejects its request for the measures to be suspended , a spokesman for the company said Monday .",lime,dev,3,dev_6323,lime
11560,Colin Montgomerie fell out of contention for the Volvo Masters at Valderrama today as word of the Scot being pictured with a famous Spanish model went around the course .,gradients,dev,4,dev_11560,gradients
2241,"AP - Submachine gun , check . Semiautomatic pistol , check . Personal digital assistant , check . In addition to their usual weaponry , some officers responsible for securing federal buildings at the Republican convention are armed with devices like handheld computers .",scaled attention,dev,0,dev_2241,scaled attention
5320,MmO2 PLC announced today the launch of its third - generation ( 3 G ) European mobile data network . The network will incorporate HSDPA technology and IMS and will position the mobile phone company,lime,dev,3,dev_5320,lime
7168,Opinion : SIPphone # 39;s one good point is that Vonage - only router / terminal adapters must say Vonage on the boxand Vonage seems to be hurrying to do that consistently .,lime,dev,3,dev_7168,lime
9864,"SAN DIEGO - The San Diego Chargers lost a wide receiver Tuesday , the same day they acquired Keenan McCardell from the Buccaneers . While they were finalizing the deal for McCardell just before the NFL trading",gradients,dev,4,dev_9864,gradients
11563,"The Food and Drug Administration told Merck   # 38 ; Co. that it would approve the company 's successor drug to the now defunct pain reliever Vioxx if it provides further safety and efficacy data , the big pharmaceutical company announced Friday .",deeplift,dev,2,dev_11563,deeplift
14111,"AP - The two founders of the Pilgrim - Baxter mutual fund family have agreed to pay   # 36;80 million each to settle regulators ' charges of improper trading of their funds to benefit themselves and friends at the expense of longer - term shareholders , the authorities announced Wednesday .",deeplift,dev,2,dev_14111,deeplift
16776,"It # 39;s official , the notorious brawl last month between the Indiana Pacers , Detroit Pistons and some fans has resulted in criminal charges .",deeplift,dev,2,dev_16776,deeplift
16285,"  MANAMA ( Reuters ) - A conference on regional security   threats opened in Bahrain on Friday , in a rare gathering of   senior officials and strategists from Gulf Arab states as well   as Iran , Iraq and the United States .",scaled attention,dev,0,dev_16285,scaled attention
7888,"Australia # 39;s unemployment rate dropped for the second straight month to 5.6 percent in September , the government said Thursday .",scaled attention,dev,0,dev_7888,scaled attention
13443,"Reuters - The music video business , long\synonymous with MTV and more recently identified online with\Yahoo Launch and AOL , is about to get even more competitive\thanks to cable and Internet convergence .",lime,dev,3,dev_13443,lime
966,"CARACAS , August 22 ( Itar - Tass ) -- President of Venezuela Hugo Chavez has called on the opposition to recognize the results of a referendum on confidence in the president held on August 15 .",scaled attention,dev,0,dev_966,scaled attention
2735,"They # 39;re in the midst of one of the most relentless marches in their modern history , a 10 - game winning streak that has them climbing up the backs of the New York Yankees and leaving their wild card rivals behind .",deeplift,dev,2,dev_2735,deeplift
5811,"The dot - bomb survivor is down to its last \$700,000 . Also : Viacom partners with a second Chinese media company    hellip ; . Boeing downplays the speed of the airplane market 's recovery    hellip ; . and more .",deeplift,dev,2,dev_5811,deeplift
